text,reading,btype
きゅうばん,きゅうばん,名詞
急病,きゅうびょう,名詞
きゅうびょう,きゅうびょう,名詞
急便,きゅうびん,名詞
急びん,きゅうびん,名詞
きゅうびん,きゅうびん,名詞
急ピッチだ,きゅうぴっちだ,形容詞
きゅうピッチだ,きゅうぴっちだ,形容詞
給付,きゅうふ,名詞
きゅう付,きゅうふ,名詞
きゅうふ,きゅうふ,名詞
休符,きゅうふ,名詞
きゅうふ,きゅうふ,名詞
休部,きゅうぶ,名詞
きゅうぶ,きゅうぶ,名詞
旧聞,きゅうぶん,名詞
きゅう聞,きゅうぶん,名詞
きゅうぶん,きゅうぶん,名詞
旧弊,きゅうへい,名詞
きゅう弊,きゅうへい,名詞
旧へい,きゅうへい,名詞
きゅうへい,きゅうへい,名詞
急変,きゅうへん,名詞
急へん,きゅうへん,名詞
きゅうへん,きゅうへん,名詞
急報,きゅうほう,名詞
急ほう,きゅうほう,名詞
きゅうほう,きゅうほう,名詞
窮乏,きゅうぼう,名詞
きゅう乏,きゅうぼう,名詞
窮ぼう,きゅうぼう,名詞
きゅうぼう,きゅうぼう,名詞
休眠,きゅうみん,名詞
休みん,きゅうみん,名詞
きゅうみん,きゅうみん,名詞
急務,きゅうむ,名詞
きゅうむ,きゅうむ,名詞
究明,きゅうめい,名詞
きゅうめい,きゅうめい,名詞
糾明,きゅうめい,名詞
きゅう明,きゅうめい,名詞
きゅうめい,きゅうめい,名詞
救命,きゅうめい,名詞
きゅう命,きゅうめい,名詞
きゅうめい,きゅうめい,名詞
旧名,きゅうめい,名詞
きゅう名,きゅうめい,名詞
きゅうめい,きゅうめい,名詞
旧約,きゅうやく,名詞
きゅう約,きゅうやく,名詞
旧やく,きゅうやく,名詞
きゅうやく,きゅうやく,名詞
給油,きゅうゆ,名詞
きゅう油,きゅうゆ,名詞
きゅうゆ,きゅうゆ,名詞
旧友,きゅうゆう,名詞
きゅう友,きゅうゆう,名詞
きゅうゆう,きゅうゆう,名詞
級友,きゅうゆう,名詞
きゅうゆう,きゅうゆう,名詞
給与,きゅうよ,名詞
きゅう与,きゅうよ,名詞
きゅうよ,きゅうよ,名詞
窮余,きゅうよ,名詞
きゅう余,きゅうよ,名詞
きゅうよ,きゅうよ,名詞
休養,きゅうよう,名詞
休よう,きゅうよう,名詞
きゅうよう,きゅうよう,名詞
急用,きゅうよう,名詞
きゅうよう,きゅうよう,名詞
旧来,きゅうらい,名詞
きゅう来,きゅうらい,名詞
きゅうらい,きゅうらい,名詞
急落,きゅうらく,名詞
きゅうらく,きゅうらく,名詞
胡瓜,きゅうり,名詞
きゅうり,きゅうり,名詞
キュウリ,きゅうり,名詞
急流,きゅうりゅう,名詞
きゅうりゅう,きゅうりゅう,名詞
丘陵,きゅうりょう,名詞
丘りょう,きゅうりょう,名詞
きゅう陵,きゅうりょう,名詞
きゅうりょう,きゅうりょう,名詞
給料,きゅうりょう,名詞
給りょう,きゅうりょう,名詞
きゅう料,きゅうりょう,名詞
きゅうりょう,きゅうりょう,名詞
旧暦,きゅうれき,名詞
きゅう暦,きゅうれき,名詞
旧れき,きゅうれき,名詞
きゅうれき,きゅうれき,名詞
キュロット,きゅろっと,名詞
キュートだ,きゅーとだ,形容詞
杞憂,きゆう,名詞
杞ゆう,きゆう,名詞
き憂,きゆう,名詞
きゆう,きゆう,名詞
挙,きょ,名詞
きょ,きょ,名詞
虚,きょ,名詞
きょ,きょ,名詞
巨悪,きょあく,名詞
きょ悪,きょあく,名詞
きょあく,きょあく,名詞
今日,きょう,名詞
きょう,きょう,名詞
京,きょう,名詞
きょう,きょう,名詞
凶,きょう,名詞
きょう,きょう,名詞
協,きょう,名詞
きょう,きょう,名詞
卿,きょう,名詞
きょう,きょう,名詞
峡,きょう,名詞
きょう,きょう,名詞
強,きょう,名詞
きょう,きょう,名詞
教,きょう,名詞
きょう,きょう,名詞
橋,きょう,名詞
きょう,きょう,名詞
経,きょう,名詞
きょう,きょう,名詞
興,きょう,名詞
きょう,きょう,名詞
鏡,きょう,名詞
きょう,きょう,名詞
凶悪だ,きょうあくだ,形容詞
きょう悪だ,きょうあくだ,形容詞
きょうあくだ,きょうあくだ,形容詞
強圧,きょうあつ,名詞
強あつ,きょうあつ,名詞
きょうあつ,きょうあつ,名詞
教委,きょうい,名詞
きょうい,きょうい,名詞
胸囲,きょうい,名詞
きょう囲,きょうい,名詞
きょうい,きょうい,名詞
脅威,きょうい,名詞
きょう威,きょうい,名詞
きょうい,きょうい,名詞
驚異,きょうい,名詞
きょう異,きょうい,名詞
きょうい,きょうい,名詞
教育,きょういく,名詞
きょういく,きょういく,名詞
教員,きょういん,名詞
きょういん,きょういん,名詞
強運,きょううん,名詞
きょううん,きょううん,名詞
共栄,きょうえい,名詞
きょう栄,きょうえい,名詞
共えい,きょうえい,名詞
きょうえい,きょうえい,名詞
競泳,きょうえい,名詞
きょう泳,きょうえい,名詞
きょうえい,きょうえい,名詞
共演,きょうえん,名詞
きょう演,きょうえん,名詞
共えん,きょうえん,名詞
きょうえん,きょうえん,名詞
競演,きょうえん,名詞
きょう演,きょうえん,名詞
競えん,きょうえん,名詞
きょうえん,きょうえん,名詞
饗宴,きょうえん,名詞
きょう宴,きょうえん,名詞
饗えん,きょうえん,名詞
きょうえん,きょうえん,名詞
供応,きょうおう,名詞
きょう応,きょうおう,名詞
供おう,きょうおう,名詞
きょうおう,きょうおう,名詞
強化,きょうか,名詞
きょうか,きょうか,名詞
教科,きょうか,名詞
きょうか,きょうか,名詞
狂歌,きょうか,名詞
きょう歌,きょうか,名詞
きょうか,きょうか,名詞
協会,きょうかい,名詞
きょう会,きょうかい,名詞
きょうかい,きょうかい,名詞
境界,きょうかい,名詞
きょう界,きょうかい,名詞
きょうかい,きょうかい,名詞
教会,きょうかい,名詞
きょうかい,きょうかい,名詞
恐喝,きょうかつ,名詞
きょう喝,きょうかつ,名詞
恐かつ,きょうかつ,名詞
きょうかつ,きょうかつ,名詞
共感,きょうかん,名詞
きょう感,きょうかん,名詞
きょうかん,きょうかん,名詞
教官,きょうかん,名詞
教かん,きょうかん,名詞
きょうかん,きょうかん,名詞
共学,きょうがく,名詞
きょう学,きょうがく,名詞
きょうがく,きょうがく,名詞
驚愕,きょうがく,名詞
きょう愕,きょうがく,名詞
驚がく,きょうがく,名詞
きょうがく,きょうがく,名詞
教学,きょうがく,名詞
きょうがく,きょうがく,名詞
狂喜,きょうき,名詞
きょう喜,きょうき,名詞
きょうき,きょうき,名詞
凶器,きょうき,名詞
きょう器,きょうき,名詞
きょうき,きょうき,名詞
狂気,きょうき,名詞
きょう気,きょうき,名詞
きょうき,きょうき,名詞
橋脚,きょうきゃく,名詞
橋きゃく,きょうきゃく,名詞
きょうきゃく,きょうきゃく,名詞
供給,きょうきゅう,名詞
供きゅう,きょうきゅう,名詞
きょう給,きょうきゅう,名詞
きょうきゅう,きょうきゅう,名詞
協議,きょうぎ,名詞
きょう議,きょうぎ,名詞
きょうぎ,きょうぎ,名詞
競技,きょうぎ,名詞
きょう技,きょうぎ,名詞
きょうぎ,きょうぎ,名詞
教義,きょうぎ,名詞
きょうぎ,きょうぎ,名詞
協業,きょうぎょう,名詞
きょう業,きょうぎょう,名詞
きょうぎょう,きょうぎょう,名詞
教区,きょうく,名詞
きょうく,きょうく,名詞
教訓,きょうくん,名詞
教くん,きょうくん,名詞
きょうくん,きょうくん,名詞
境遇,きょうぐう,名詞
きょう遇,きょうぐう,名詞
境ぐう,きょうぐう,名詞
きょうぐう,きょうぐう,名詞
強権,きょうけん,名詞
強けん,きょうけん,名詞
きょうけん,きょうけん,名詞
強肩,きょうけん,名詞
強けん,きょうけん,名詞
きょうけん,きょうけん,名詞
強健だ,きょうけんだ,形容詞
強けんだ,きょうけんだ,形容詞
きょうけんだ,きょうけんだ,形容詞
狂言,きょうげん,名詞
きょう言,きょうげん,名詞
きょうげん,きょうげん,名詞
強攻,きょうこう,名詞
強こう,きょうこう,名詞
きょうこう,きょうこう,名詞
強行,きょうこう,名詞
きょうこう,きょうこう,名詞
凶行,きょうこう,名詞
きょう行,きょうこう,名詞
きょうこう,きょうこう,名詞
恐慌,きょうこう,名詞
きょう慌,きょうこう,名詞
恐こう,きょうこう,名詞
きょうこう,きょうこう,名詞
強硬だ,きょうこうだ,形容詞
強こうだ,きょうこうだ,形容詞
きょうこうだ,きょうこうだ,形容詞
峡谷,きょうこく,名詞
きょう谷,きょうこく,名詞
きょうこく,きょうこく,名詞
強国,きょうこく,名詞
きょうこく,きょうこく,名詞
強固だ,きょうこだ,形容詞
きょうこだ,きょうこだ,形容詞
競合,きょうごう,名詞
きょう合,きょうごう,名詞
きょうごう,きょうごう,名詞
強豪,きょうごう,名詞
強剛,きょうごう,名詞
強ごう,きょうごう,名詞
きょうごう,きょうごう,名詞
共催,きょうさい,名詞
きょう催,きょうさい,名詞
共さい,きょうさい,名詞
きょうさい,きょうさい,名詞
共済,きょうさい,名詞
きょう済,きょうさい,名詞
共さい,きょうさい,名詞
きょうさい,きょうさい,名詞
競作,きょうさく,名詞
きょう作,きょうさく,名詞
きょうさく,きょうさく,名詞
凶作,きょうさく,名詞
きょう作,きょうさく,名詞
きょうさく,きょうさく,名詞
協賛,きょうさん,名詞
きょう賛,きょうさん,名詞
協さん,きょうさん,名詞
きょうさん,きょうさん,名詞
共産,きょうさん,名詞
きょう産,きょうさん,名詞
共さん,きょうさん,名詞
きょうさん,きょうさん,名詞
教材,きょうざい,名詞
教ざい,きょうざい,名詞
きょうざい,きょうざい,名詞
興醒め,きょうざめ,名詞
興醒,きょうざめ,名詞
きょう醒め,きょうざめ,名詞
きょう醒,きょうざめ,名詞
興ざめ,きょうざめ,名詞
きょうざめ,きょうざめ,名詞
興醒めだ,きょうざめだ,形容詞
きょう醒めだ,きょうざめだ,形容詞
興ざめだ,きょうざめだ,形容詞
きょうざめだ,きょうざめだ,形容詞
教師,きょうし,名詞
きょうし,きょうし,名詞
教室,きょうしつ,名詞
きょうしつ,きょうしつ,名詞
強者,きょうしゃ,名詞
きょうしゃ,きょうしゃ,名詞
教主,きょうしゅ,名詞
きょうしゅ,きょうしゅ,名詞
強襲,きょうしゅう,名詞
強しゅう,きょうしゅう,名詞
きょうしゅう,きょうしゅう,名詞
教習,きょうしゅう,名詞
きょうしゅう,きょうしゅう,名詞
郷愁,きょうしゅう,名詞
郷しゅう,きょうしゅう,名詞
きょう愁,きょうしゅう,名詞
きょうしゅう,きょうしゅう,名詞
恐縮,きょうしゅく,名詞
恐しゅく,きょうしゅく,名詞
きょう縮,きょうしゅく,名詞
きょうしゅく,きょうしゅく,名詞
供出,きょうしゅつ,名詞
きょう出,きょうしゅつ,名詞
きょうしゅつ,きょうしゅつ,名詞
教書,きょうしょ,名詞
きょうしょ,きょうしょ,名詞
協商,きょうしょう,名詞
きょう商,きょうしょう,名詞
きょうしょう,きょうしょう,名詞
狭小だ,きょうしょうだ,形容詞
きょう小だ,きょうしょうだ,形容詞
きょうしょうだ,きょうしょうだ,形容詞
教職,きょうしょく,名詞
教しょく,きょうしょく,名詞
きょうしょく,きょうしょく,名詞
狂信,きょうしん,名詞
きょう信,きょうしん,名詞
狂しん,きょうしん,名詞
きょうしん,きょうしん,名詞
共振,きょうしん,名詞
きょう振,きょうしん,名詞
共しん,きょうしん,名詞
きょうしん,きょうしん,名詞
強震,きょうしん,名詞
強しん,きょうしん,名詞
きょうしん,きょうしん,名詞
教示,きょうじ,名詞
きょうじ,きょうじ,名詞
強弱,きょうじゃく,名詞
きょうじゃく,きょうじゃく,名詞
享受,きょうじゅ,名詞
きょう受,きょうじゅ,名詞
きょうじゅ,きょうじゅ,名詞
教授,きょうじゅ,名詞
教じゅ,きょうじゅ,名詞
きょうじゅ,きょうじゅ,名詞
供述,きょうじゅつ,名詞
供じゅつ,きょうじゅつ,名詞
きょう述,きょうじゅつ,名詞
きょうじゅつ,きょうじゅつ,名詞
恭順,きょうじゅん,名詞
恭じゅん,きょうじゅん,名詞
きょう順,きょうじゅん,名詞
きょうじゅん,きょうじゅん,名詞
共助,きょうじょ,名詞
きょう助,きょうじょ,名詞
きょうじょ,きょうじょ,名詞
教条,きょうじょう,名詞
教じょう,きょうじょう,名詞
きょうじょう,きょうじょう,名詞
橋上,きょうじょう,名詞
きょうじょう,きょうじょう,名詞
興じる,きょうじる,動詞
きょうじる,きょうじる,動詞
強靭だ,きょうじんだ,形容詞
強じんだ,きょうじんだ,形容詞
きょうじんだ,きょうじんだ,形容詞
強靱だ,きょうじんだ,形容詞
強じんだ,きょうじんだ,形容詞
きょうじんだ,きょうじんだ,形容詞
供す,きょうす,動詞
きょうす,きょうす,動詞
供する,きょうする,動詞
きょうする,きょうする,動詞
興ずる,きょうずる,動詞
きょうずる,きょうずる,動詞
共生,きょうせい,名詞
きょう生,きょうせい,名詞
きょうせい,きょうせい,名詞
強制,きょうせい,名詞
強せい,きょうせい,名詞
きょうせい,きょうせい,名詞
矯正,きょうせい,名詞
きょう正,きょうせい,名詞
きょうせい,きょうせい,名詞
供せる,きょうせる,動詞
きょうせる,きょうせる,動詞
胸腺,きょうせん,名詞
きょう腺,きょうせん,名詞
胸せん,きょうせん,名詞
きょうせん,きょうせん,名詞
教祖,きょうそ,名詞
きょうそ,きょうそ,名詞
教組,きょうそ,名詞
きょうそ,きょうそ,名詞
競争,きょうそう,名詞
きょう争,きょうそう,名詞
競そう,きょうそう,名詞
きょうそう,きょうそう,名詞
競走,きょうそう,名詞
きょう走,きょうそう,名詞
きょうそう,きょうそう,名詞
協奏曲,きょうそうきょく,名詞
きょう奏曲,きょうそうきょく,名詞
協そう曲,きょうそうきょく,名詞
きょうそう曲,きょうそうきょく,名詞
きょうそうきょく,きょうそうきょく,名詞
狂想曲,きょうそうきょく,名詞
きょう想曲,きょうそうきょく,名詞
きょうそうきょく,きょうそうきょく,名詞
強壮だ,きょうそうだ,形容詞
強そうだ,きょうそうだ,形容詞
きょうそうだ,きょうそうだ,形容詞
胸像,きょうぞう,名詞
きょう像,きょうぞう,名詞
胸ぞう,きょうぞう,名詞
きょうぞう,きょうぞう,名詞
共存,きょうぞん,名詞
きょう存,きょうぞん,名詞
共ぞん,きょうぞん,名詞
きょうぞん,きょうぞん,名詞
供託,きょうたく,名詞
きょう託,きょうたく,名詞
供たく,きょうたく,名詞
きょうたく,きょうたく,名詞
驚嘆,きょうたん,名詞
きょう嘆,きょうたん,名詞
驚たん,きょうたん,名詞
きょうたん,きょうたん,名詞
強打,きょうだ,名詞
きょうだ,きょうだ,名詞
兄弟,きょうだい,名詞
兄妹,きょうだい,名詞
きょうだい,きょうだい,名詞
鏡台,きょうだい,名詞
きょう台,きょうだい,名詞
きょうだい,きょうだい,名詞
強大だ,きょうだいだ,形容詞
きょうだいだ,きょうだいだ,形容詞
凶弾,きょうだん,名詞
きょう弾,きょうだん,名詞
凶だん,きょうだん,名詞
きょうだん,きょうだん,名詞
教団,きょうだん,名詞
教だん,きょうだん,名詞
きょうだん,きょうだん,名詞
教壇,きょうだん,名詞
教だん,きょうだん,名詞
きょうだん,きょうだん,名詞
境地,きょうち,名詞
きょう地,きょうち,名詞
きょうち,きょうち,名詞
夾竹桃,きょうちくとう,名詞
きょう竹桃,きょうちくとう,名詞
夾竹とう,きょうちくとう,名詞
きょう竹とう,きょうちくとう,名詞
きょうちくとう,きょうちくとう,名詞
キョウチクトウ,きょうちくとう,名詞
胸中,きょうちゅう,名詞
きょう中,きょうちゅう,名詞
きょうちゅう,きょうちゅう,名詞
共著,きょうちょ,名詞
きょう著,きょうちょ,名詞
共ちょ,きょうちょ,名詞
きょうちょ,きょうちょ,名詞
協調,きょうちょう,名詞
きょう調,きょうちょう,名詞
きょうちょう,きょうちょう,名詞
強調,きょうちょう,名詞
きょうちょう,きょうちょう,名詞
共通,きょうつう,名詞
きょう通,きょうつう,名詞
きょうつう,きょうつう,名詞
胸痛,きょうつう,名詞
きょう痛,きょうつう,名詞
胸つう,きょうつう,名詞
きょうつう,きょうつう,名詞
共通だ,きょうつうだ,形容詞
きょう通だ,きょうつうだ,形容詞
きょうつうだ,きょうつうだ,形容詞
協定,きょうてい,名詞
きょう定,きょうてい,名詞
きょうてい,きょうてい,名詞
教程,きょうてい,名詞
教てい,きょうてい,名詞
きょうてい,きょうてい,名詞
競艇,きょうてい,名詞
きょう艇,きょうてい,名詞
競てい,きょうてい,名詞
きょうてい,きょうてい,名詞
強敵,きょうてき,名詞
強てき,きょうてき,名詞
きょうてき,きょうてき,名詞
経典,きょうてん,名詞
きょう典,きょうてん,名詞
経てん,きょうてん,名詞
きょうてん,きょうてん,名詞
教徒,きょうと,名詞
きょうと,きょうと,名詞
共闘,きょうとう,名詞
きょう闘,きょうとう,名詞
共とう,きょうとう,名詞
きょうとう,きょうとう,名詞
教頭,きょうとう,名詞
きょうとう,きょうとう,名詞
郷土,きょうど,名詞
きょう土,きょうど,名詞
きょうど,きょうど,名詞
共同,きょうどう,名詞
きょう同,きょうどう,名詞
きょうどう,きょうどう,名詞
協同,きょうどう,名詞
きょう同,きょうどう,名詞
きょうどう,きょうどう,名詞
強度だ,きょうどだ,形容詞
きょうどだ,きょうどだ,形容詞
享年,きょうねん,名詞
きょう年,きょうねん,名詞
きょうねん,きょうねん,名詞
凶年,きょうねん,名詞
きょう年,きょうねん,名詞
きょうねん,きょうねん,名詞
強迫,きょうはく,名詞
強はく,きょうはく,名詞
きょうはく,きょうはく,名詞
脅迫,きょうはく,名詞
きょう迫,きょうはく,名詞
脅はく,きょうはく,名詞
きょうはく,きょうはく,名詞
共犯,きょうはん,名詞
きょう犯,きょうはん,名詞
共はん,きょうはん,名詞
きょうはん,きょうはん,名詞
共販,きょうはん,名詞
きょう販,きょうはん,名詞
共はん,きょうはん,名詞
きょうはん,きょうはん,名詞
競売,きょうばい,名詞
きょう売,きょうばい,名詞
きょうばい,きょうばい,名詞
恐怖,きょうふ,名詞
きょう怖,きょうふ,名詞
きょうふ,きょうふ,名詞
京風,きょうふう,名詞
きょうふう,きょうふう,名詞
強風,きょうふう,名詞
きょうふう,きょうふう,名詞
胸部,きょうぶ,名詞
きょう部,きょうぶ,名詞
きょうぶ,きょうぶ,名詞
強兵,きょうへい,名詞
強へい,きょうへい,名詞
きょうへい,きょうへい,名詞
強弁,きょうべん,名詞
強べん,きょうべん,名詞
きょうべん,きょうべん,名詞
教鞭,きょうべん,名詞
教べん,きょうべん,名詞
きょうべん,きょうべん,名詞
競歩,きょうほ,名詞
きょう歩,きょうほ,名詞
きょうほ,きょうほ,名詞
狂奔,きょうほん,名詞
きょう奔,きょうほん,名詞
狂ほん,きょうほん,名詞
きょうほん,きょうほん,名詞
教本,きょうほん,名詞
きょうほん,きょうほん,名詞
共謀,きょうぼう,名詞
きょう謀,きょうぼう,名詞
共ぼう,きょうぼう,名詞
きょうぼう,きょうぼう,名詞
凶暴だ,きょうぼうだ,形容詞
きょう暴だ,きょうぼうだ,形容詞
凶ぼうだ,きょうぼうだ,形容詞
きょうぼうだ,きょうぼうだ,形容詞
狂暴だ,きょうぼうだ,形容詞
きょう暴だ,きょうぼうだ,形容詞
狂ぼうだ,きょうぼうだ,形容詞
きょうぼうだ,きょうぼうだ,形容詞
興味,きょうみ,名詞
きょう味,きょうみ,名詞
きょうみ,きょうみ,名詞
興味深い,きょうみぶかい,形容詞
きょう味深い,きょうみぶかい,形容詞
興味ぶかい,きょうみぶかい,形容詞
興み深い,きょうみぶかい,形容詞
きょう味ぶかい,きょうみぶかい,形容詞
きょうみ深い,きょうみぶかい,形容詞
興みぶかい,きょうみぶかい,形容詞
きょうみぶかい,きょうみぶかい,形容詞
興味本位だ,きょうみほんいだ,形容詞
きょう味本位だ,きょうみほんいだ,形容詞
興味本いだ,きょうみほんいだ,形容詞
きょう味本いだ,きょうみほんいだ,形容詞
きょうみほんいだ,きょうみほんいだ,形容詞
教務,きょうむ,名詞
きょうむ,きょうむ,名詞
共鳴,きょうめい,名詞
きょう鳴,きょうめい,名詞
きょうめい,きょうめい,名詞
経文,きょうもん,名詞
きょう文,きょうもん,名詞
きょうもん,きょうもん,名詞
共訳,きょうやく,名詞
きょう訳,きょうやく,名詞
共やく,きょうやく,名詞
きょうやく,きょうやく,名詞
協約,きょうやく,名詞
きょう約,きょうやく,名詞
協やく,きょうやく,名詞
きょうやく,きょうやく,名詞
教諭,きょうゆ,名詞
きょうゆ,きょうゆ,名詞
享有,きょうゆう,名詞
きょう有,きょうゆう,名詞
きょうゆう,きょうゆう,名詞
共有,きょうゆう,名詞
きょう有,きょうゆう,名詞
きょうゆう,きょうゆう,名詞
供与,きょうよ,名詞
きょう与,きょうよ,名詞
きょうよ,きょうよ,名詞
供用,きょうよう,名詞
きょう用,きょうよう,名詞
きょうよう,きょうよう,名詞
共用,きょうよう,名詞
きょう用,きょうよう,名詞
きょうよう,きょうよう,名詞
強要,きょうよう,名詞
強よう,きょうよう,名詞
きょうよう,きょうよう,名詞
教養,きょうよう,名詞
教よう,きょうよう,名詞
きょうよう,きょうよう,名詞
競落,きょうらく,名詞
きょう落,きょうらく,名詞
きょうらく,きょうらく,名詞
狂乱,きょうらん,名詞
きょう乱,きょうらん,名詞
狂らん,きょうらん,名詞
きょうらん,きょうらん,名詞
郷里,きょうり,名詞
きょう里,きょうり,名詞
きょうり,きょうり,名詞
共立,きょうりつ,名詞
きょう立,きょうりつ,名詞
きょうりつ,きょうりつ,名詞
恐竜,きょうりゅう,名詞
恐りゅう,きょうりゅう,名詞
きょう竜,きょうりゅう,名詞
きょうりゅう,きょうりゅう,名詞
橋梁,きょうりょう,名詞
橋りょう,きょうりょう,名詞
きょうりょう,きょうりょう,名詞
協力,きょうりょく,名詞
きょう力,きょうりょく,名詞
きょうりょく,きょうりょく,名詞
強力だ,きょうりょくだ,形容詞
きょうりょくだ,きょうりょくだ,形容詞
杏林,きょうりん,名詞
きょう林,きょうりん,名詞
きょうりん,きょうりん,名詞
強烈だ,きょうれつだ,形容詞
強れつだ,きょうれつだ,形容詞
きょうれつだ,きょうれつだ,形容詞
協和,きょうわ,名詞
きょう和,きょうわ,名詞
きょうわ,きょうわ,名詞
共和,きょうわ,名詞
きょう和,きょうわ,名詞
きょうわ,きょうわ,名詞
虚栄,きょえい,名詞
虚えい,きょえい,名詞
きょ栄,きょえい,名詞
きょえい,きょえい,名詞
許可,きょか,名詞
きょ可,きょか,名詞
きょか,きょか,名詞
巨漢,きょかん,名詞
きょ漢,きょかん,名詞
きょかん,きょかん,名詞
巨額だ,きょがくだ,形容詞
巨がくだ,きょがくだ,形容詞
きょ額だ,きょがくだ,形容詞
きょがくだ,きょがくだ,形容詞
虚偽,きょぎ,名詞
きょ偽,きょぎ,名詞
きょぎ,きょぎ,名詞
局,きょく,名詞
きょく,きょく,名詞
曲,きょく,名詞
きょく,きょく,名詞
極,きょく,名詞
きょく,きょく,名詞
局員,きょくいん,名詞
きょくいん,きょくいん,名詞
極右,きょくう,名詞
きょく右,きょくう,名詞
きょくう,きょくう,名詞
曲芸,きょくげい,名詞
曲げい,きょくげい,名詞
きょくげい,きょくげい,名詞
極限,きょくげん,名詞
きょく限,きょくげん,名詞
極げん,きょくげん,名詞
きょくげん,きょくげん,名詞
極左,きょくさ,名詞
きょく左,きょくさ,名詞
きょくさ,きょくさ,名詞
局在,きょくざい,名詞
局ざい,きょくざい,名詞
きょくざい,きょくざい,名詞
局所,きょくしょ,名詞
きょくしょ,きょくしょ,名詞
曲折,きょくせつ,名詞
曲せつ,きょくせつ,名詞
きょくせつ,きょくせつ,名詞
曲線,きょくせん,名詞
きょくせん,きょくせん,名詞
極端だ,きょくたんだ,形容詞
きょく端だ,きょくたんだ,形容詞
極たんだ,きょくたんだ,形容詞
きょくたんだ,きょくたんだ,形容詞
局地,きょくち,名詞
きょくち,きょくち,名詞
極地,きょくち,名詞
きょく地,きょくち,名詞
きょくち,きょくち,名詞
極致,きょくち,名詞
きょく致,きょくち,名詞
きょくち,きょくち,名詞
局長,きょくちょう,名詞
きょくちょう,きょくちょう,名詞
極点,きょくてん,名詞
きょく点,きょくてん,名詞
きょくてん,きょくてん,名詞
極東,きょくとう,名詞
きょく東,きょくとう,名詞
きょくとう,きょくとう,名詞
極度だ,きょくどだ,形容詞
きょく度だ,きょくどだ,形容詞
きょくどだ,きょくどだ,形容詞
局留,きょくどめ,名詞
局どめ,きょくどめ,名詞
きょくどめ,きょくどめ,名詞
曲乗り,きょくのり,名詞
きょくのり,きょくのり,名詞
局番,きょくばん,名詞
きょくばん,きょくばん,名詞
局部,きょくぶ,名詞
きょくぶ,きょくぶ,名詞
曲名,きょくめい,名詞
きょくめい,きょくめい,名詞
局面,きょくめん,名詞
きょくめん,きょくめん,名詞
曲面,きょくめん,名詞
きょくめん,きょくめん,名詞
曲目,きょくもく,名詞
きょくもく,きょくもく,名詞
極力,きょくりょく,副詞
極りょく,きょくりょく,副詞
きょく力,きょくりょく,副詞
きょくりょく,きょくりょく,副詞
極論,きょくろん,名詞
きょく論,きょくろん,名詞
極ろん,きょくろん,名詞
きょくろん,きょくろん,名詞
挙行,きょこう,名詞
きょ行,きょこう,名詞
きょこう,きょこう,名詞
虚構,きょこう,名詞
虚こう,きょこう,名詞
きょ構,きょこう,名詞
きょこう,きょこう,名詞
挙国,きょこく,名詞
きょ国,きょこく,名詞
きょこく,きょこく,名詞
挙国一致,きょこくいっち,名詞
きょ国一致,きょこくいっち,名詞
挙国一ち,きょこくいっち,名詞
きょ国一ち,きょこくいっち,名詞
きょこくいっち,きょこくいっち,名詞
挙式,きょしき,名詞
きょ式,きょしき,名詞
きょしき,きょしき,名詞
居室,きょしつ,名詞
きょ室,きょしつ,名詞
きょしつ,きょしつ,名詞
巨視的だ,きょしてきだ,形容詞
巨視てきだ,きょしてきだ,形容詞
きょ視的だ,きょしてきだ,形容詞
巨し的だ,きょしてきだ,形容詞
きょ視てきだ,きょしてきだ,形容詞
巨してきだ,きょしてきだ,形容詞
きょし的だ,きょしてきだ,形容詞
きょしてきだ,きょしてきだ,形容詞
挙手,きょしゅ,名詞
きょ手,きょしゅ,名詞
きょしゅ,きょしゅ,名詞
去就,きょしゅう,名詞
去しゅう,きょしゅう,名詞
きょしゅう,きょしゅう,名詞
拠出,きょしゅつ,名詞
醵出,きょしゅつ,名詞
きょ出,きょしゅつ,名詞
きょしゅつ,きょしゅつ,名詞
巨匠,きょしょう,名詞
巨しょう,きょしょう,名詞
きょ匠,きょしょう,名詞
きょしょう,きょしょう,名詞
拒食,きょしょく,名詞
きょ食,きょしょく,名詞
きょしょく,きょしょく,名詞
虚飾,きょしょく,名詞
虚しょく,きょしょく,名詞
きょ飾,きょしょく,名詞
きょしょく,きょしょく,名詞
虚心だ,きょしんだ,形容詞
きょ心だ,きょしんだ,形容詞
きょしんだ,きょしんだ,形容詞
虚弱だ,きょじゃくだ,形容詞
きょ弱だ,きょじゃくだ,形容詞
きょじゃくだ,きょじゃくだ,形容詞
巨樹,きょじゅ,名詞
巨じゅ,きょじゅ,名詞
きょ樹,きょじゅ,名詞
きょじゅ,きょじゅ,名詞
居住,きょじゅう,名詞
きょ住,きょじゅう,名詞
きょじゅう,きょじゅう,名詞
巨人,きょじん,名詞
きょ人,きょじん,名詞
きょじん,きょじん,名詞
去勢,きょせい,名詞
去せい,きょせい,名詞
きょせい,きょせい,名詞
虚勢,きょせい,名詞
虚せい,きょせい,名詞
きょ勢,きょせい,名詞
きょせい,きょせい,名詞
巨石,きょせき,名詞
きょ石,きょせき,名詞
きょせき,きょせき,名詞
拒絶,きょぜつ,名詞
拒ぜつ,きょぜつ,名詞
きょ絶,きょぜつ,名詞
きょぜつ,きょぜつ,名詞
虚像,きょぞう,名詞
虚ぞう,きょぞう,名詞
